Chemical composition,At Temperature (K),conductivity (S/cm),Seebeck coefficient (uV/K),Total thermal conductivity (W/mK),figure of merit ZT,Reference,Paper DOI
Gd2Se2.98,550,286,-167.2,1.5057,0.292053771136348,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Ba8.04Cu4.9Si3.23Ge37.83,663,550,-129.8,1.506,0.407944076095618,Expt,10.1103/PhysRevB.87.115206
Sr14.1Ga29.6Ge56.3,463,544.5,-140.5,1.51,0.32957523946192,Expt,10.1063/1.2194187
Pb0.975Zn0.04Te,520,384,-232.61,1.511,0.72,Expt,https://doi.org/10.1021/acsami.1c14518
In0.01Pb0.99Te0.998I0.002,481,205,-253,1.512,0.417434354828042,Expt,https://doi.org/10.1063/1.3694742
Cu0.001Pb0.999TeMnTe0.03,523,511.03,-217.02,1.5147,0.831038181986313,Expt,https://doi.org/10.1021/acsami.1c17254
In0.015Pb0.985Te0.994I0.006,481,253,-219.5,1.515,0.389,Expt,https://doi.org/10.1063/1.3694742
In3.94Pb0.06Se3,330,73,-200,1.52,0.0633947368421053,Expt,10.1002/adma.201302038
PbZn0.015Te,421,278.3,-292.7,1.522,0.665,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8.04Cu4.9Si3.23Ge37.83,517,710,-99.5,1.522,0.237,Expt,10.1103/PhysRevB.87.115206
Ba8.04Cu4.99Si18Ge22.98,615,250,-160,1.526,0.2567,Expt,10.1103/PhysRevB.87.115206
In0.005Pb0.995Te0.998I0.002,428,281,-231.5,1.53,0.421270112614379,Expt,https://doi.org/10.1063/1.3694742
Sr14.7Ga28.7Ge56.6,666,664.27,-133.6,1.532,0.515433948239373,Expt,10.1063/1.2194187
Gd2Se2.94,550,248.5,-130.4,1.532,0.151699971801567,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.005Pb0.995Te0.996I0.004,533,340,-208.9,1.548,0.510871940322997,Expt,https://doi.org/10.1063/1.3694742
Ba8.04Cu4.9Si3.23Ge37.83,466,776,-89.8,1.55,0.188134573460645,Expt,10.1103/PhysRevB.87.115206
Ag0.5Sb1.1Pb19.6Te18.8,473,292.5,-14.4,1.555,0.00184493726045016,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.4Sb1.1Pb19.6Te18.8,423,162.47,-1,1.555,0.00000441960192926045,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Cu0.004Pb0.996TeMnTe0.03,423,576.55,-204.56,1.56,0.6541753501464,Expt,https://doi.org/10.1021/acsami.1c17254
In0.01Pb0.99Te0.994I0.006,481,421,-192.5,1.561,0.480712855941704,Expt,https://doi.org/10.1063/1.3694742
Cu0.004Pb0.996TeMnTe0.03,523,787.59,-173.33,1.5627,0.791906201586022,Expt,https://doi.org/10.1021/acsami.1c17254
Ba8.04Cu4.9Si3.23Ge37.83,417,855,-80.8,1.563,0.148924418579654,Expt,10.1103/PhysRevB.87.115206
Cu0.003Pb0.997TeMnTe0.03,423,595.86,-202.81,1.568,0.661176290248199,Expt,https://doi.org/10.1021/acsami.1c17254
Sr14.5Ga29.2Ge56.3,463,702.37,-130,1.572,0.349607795101781,Expt,10.1063/1.2194187
CuI0.003Bi2Te3,519,812.18,-162.26,1.575,0.704631467031669,Expt,https://doi.org/10.1021/acsami.0c09529
In0.01Pb0.99Te0.996I0.004,428,352,-210.55,1.5766,0.423618971802613,Expt,https://doi.org/10.1063/1.3694742
PbTe,428,240.79,-269.84,1.58,0.482,Expt,https://doi.org/10.1021/acsami.1c14518
Cu0.003Pb0.997TeMnTe0.03,523,836.99,-173.16,1.584,0.8286324471243,Expt,https://doi.org/10.1021/acsami.1c17254
In0.015Pb0.985Te0.994I0.006,428,277,-212.5,1.592,0.336277913002513,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.994I0.006,533,553,-164,1.593,0.497650289014438,Expt,https://doi.org/10.1063/1.3694742
Cu0.001Pb0.999TeMnTe0.03,423,557.24,-208,1.594,0.639765775739021,Expt,https://doi.org/10.1021/acsami.1c17254
Cu0.005Pb0.995TeMnTe0.03,523,880.82,-172.63,1.598,0.859101786548794,Expt,https://doi.org/10.1021/acsami.1c17254
In0.005Pb0.995Te0.999I0.001,428,188.9,-260.7,1.6,0.34342966530675,Expt,https://doi.org/10.1063/1.3694742
Sr14.5Ga29.2Ge56.3,367,815.02,-113.89,1.6,0.242485365775757,Expt,10.1063/1.2194187
Gd2Se2.92,450,303.16,-99.46,1.6038,0.0841455421283951,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
CuFe0.92In0.08S2,600,25.07,-379.2,1.604,0.134,Expt,10.1021/acs.jpcc.6b10308
Cu0.002Pb0.998TeMnTe0.03,423,620.69,-207.72,1.608,0.704507627234391,Expt,https://doi.org/10.1021/acsami.1c17254
In0.01Pb0.99Te0.998I0.002,428,233.5,-238.7,1.61,0.353679278460869,Expt,https://doi.org/10.1063/1.3694742
Cu0.005Pb0.995TeMnTe0.03,423,741.1,-197.02,1.6213,0.75054101013126,Expt,https://doi.org/10.1021/acsami.1c17254
Sr14.1Ga29.6Ge56.3,669,386.2,-161,1.6246,0.412233887960113,Expt,10.1063/1.2194187
Ag2Se0.98,376,2931,-92.5,1.626,0.579917998154982,Expt,https://doi.org/10.1021/acsami.1c18483
PbTeMnTe0.03,423,584.83,-212.3,1.632,0.683203124417041,Expt,https://doi.org/10.1021/acsami.1c17254
In0.005Pb0.995Te0.996I0.004,481,373.5,-207.4,1.636,0.472356490566015,Expt,https://doi.org/10.1063/1.3694742
Ba8Cu5.18Si9.98Ge30.85,663,493.06,-132.5,1.64,0.349946140632622,Expt,10.1103/PhysRevB.87.115206
In0.005Pb0.995Te0.998I0.002,378,335.94,-222,1.644,0.382,Expt,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.996I0.004,378,406.25,-202,1.644,0.381141377737226,Expt,https://doi.org/10.1063/1.3694742
Cu0.002Pb0.998TeMnTe0.03,523,842.47,-168.95,1.6453,0.764411880347081,Expt,https://doi.org/10.1021/acsami.1c17254
Ca3.46Yb1.35Pr0.19Al2Sb6,323,2.71,-119.64,1.6473,0.000760592298352941,Expt,https://doi.org/10.1021/acs.chemmater.1c01318
Ba8.04Cu4.99Si18Ge22.98,663,251,-147,1.649,0.218072681443299,Expt,10.1103/PhysRevB.87.115206
Ag0.6Sb0.9Pb19.5Te19.1,573,133.5,-190.4,1.654,0.16,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ba8Cu5.18Si9.98Ge30.85,514,609.44,-111.34,1.654,0.234779948509462,Expt,10.1103/PhysRevB.87.115206
In0.01Pb0.99Te0.994I0.006,428,490,-186.51,1.657,0.440272525441883,Expt,https://doi.org/10.1063/1.3694742
AgCuSe,298,898.6,-74.56,1.6607,0.089640297943643,Expt,https://doi.org/10.1021/ic502102e
Pb0.995Zn0.02Te,419,406,-268.2,1.6643,0.735234690942739,Expt,https://doi.org/10.1021/acsami.1c14518
Ag0.6Sb0.9Pb19.5Te19.1,623,225,-200,1.666,0.336554621848739,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.94CuSe,298,1968.25,-88.54,1.667,0.28378824235153,Expt,https://doi.org/10.1021/ic502102e
Cu0.003Pb0.997TeMnTe0.03,623,908.22,-151.4,1.6693,0.776956071675409,Expt,https://doi.org/10.1021/acsami.1c17254
Ba8Cu5.18Si9.98Ge30.85,566,568,-119,1.67,0.271,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5.18Si9.98Ge30.85,415,699,-90.4,1.67,0.141953355305389,Expt,10.1103/PhysRevB.87.115206
Cu0.004Pb0.996TeMnTe0.03,623,909.59,-146.14,1.6747,0.722661485481768,Expt,https://doi.org/10.1021/acsami.1c17254
Sr14.5Ga29.2Ge56.3,669,503.5,-156.1,1.6779,0.489176206401752,Expt,10.1063/1.2194187
In0.015Pb0.985Te0.998I0.002,378,197.3,-209,1.68,0.192,Expt,https://doi.org/10.1063/1.3694742
Ba8Cu5.18Si9.98Ge30.85,466,657,-101,1.68,0.185902295357143,Expt,10.1103/PhysRevB.87.115206
Mg2.16Si0.4Sn0.6,620,56,-204.8,1.696,0.084,Expt,https://doi.org/10.1016/j.jssc.2013.04.041
Ag0.6Sb0.9Pb19.5Te19.1,673,277,-198,1.7,0.42,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ba8Cu5.18Si9.98Ge30.85,613,527.8,-126,1.7,0.302149603905882,Expt,10.1103/PhysRevB.87.115206
In0.005Pb0.995Te0.994I0.006,481,629,-166,1.703,0.486,Expt,https://doi.org/10.1063/1.3694742
Cu0.005Pb0.995TeMnTe0.03,623,1076.71,-145.09,1.703,0.82917673219405,Expt,https://doi.org/10.1021/acsami.1c17254
Gd2Se2.98,450,344.3,-147.46,1.71,0.197016175944211,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
CuI0.003Bi2Te3,568,799,-151.47,1.7288,0.602287170150902,Expt,https://doi.org/10.1021/acsami.0c09529
In0.005Pb0.995Te0.999I0.001,378,230.16,-254.72,1.7342,0.322,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.994I0.006,378,304.7,-201.6,1.735,0.269802413607839,Expt,https://doi.org/10.1063/1.3694742
Sr14.1Ga29.6Ge56.3,568,468,-150.7,1.74,0.346953637572414,Expt,10.1063/1.2194187
Sr14.7Ga28.7Ge56.6,563,780.42,-124,1.742,0.387821610158439,Expt,10.1063/1.2194187
Ag2Se,374,2866.67,-102.99,1.7546,0.634,Expt,https://doi.org/10.1021/acsami.1c08410
In0.005Pb0.995Te0.996I0.004,428,427,-200,1.756,0.416300683371298,Expt,https://doi.org/10.1063/1.3694742
Cu0.003Pb0.997TeMnTe0.03,323,560,-225.44,1.7707,0.519167518968092,Expt,https://doi.org/10.1021/acsami.1c17254
In0.01Pb0.99Te0.994I0.006,378,579,-179.2,1.774,0.39618019254115,Expt,https://doi.org/10.1063/1.3694742
Gd2Se2.94,450,306.5,-109.4,1.774,0.0930516377113867,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Pb0.985Zn0.03Te,419,532,-217.12,1.7874,0.587900138218373,Expt,https://doi.org/10.1021/acsami.1c14518
Cu0.002Pb0.998TeMnTe0.03,323,495.17,-218.95,1.7893,0.428512588125567,Expt,https://doi.org/10.1021/acsami.1c17254
Cu0.004Pb0.996TeMnTe0.03,323,584.83,-203.51,1.7947,0.435925034510437,Expt,https://doi.org/10.1021/acsami.1c17254
In0.005Pb0.995Te0.994I0.006,428,722,-160.2,1.8,0.44058883248,Expt,https://doi.org/10.1063/1.3694742
Sr14.5Ga29.2Ge56.3,564,599.49,-143.52,1.8,0.386913063633408,Expt,10.1063/1.2194187
Cu0.001Pb0.999TeMnTe0.03,323,460.69,-227.02,1.8133,0.422931355970372,Expt,https://doi.org/10.1021/acsami.1c17254
Ba8Cu5.04Si13.01Ge27.96,665,574.5,-116.2,1.814,0.284371881681367,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5.04Si13.01Ge27.96,615,612.1,-111.94,1.821,0.259034824680362,Expt,10.1103/PhysRevB.87.115206
In0.005Pb0.995Te0.996I0.004,378,494,-191.02,1.828,0.38,Expt,https://doi.org/10.1063/1.3694742
Nd2.84Te4,573,926,-74.3,1.837,0.159453508602069,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba8Cu5.04Si13.01Ge27.96,566,651,-106,1.843,0.224638305805751,Expt,10.1103/PhysRevB.87.115206
CuFe0.96In0.04S2,600,36.4,-369.05,1.8624,0.1628,Expt,10.1021/acs.jpcc.6b10308
Ba8Cu5.04Si13.01Ge27.96,517,696,-99.5,1.864,0.1906,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5.04Si13.01Ge27.96,466,743,-91.8,1.87,0.156033728509091,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5Si25Ge16,465,1000,-75.5,1.87,0.141744184491979,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5.04Si13.01Ge27.96,417,802.26,-83,1.873,0.122,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5Si25Ge16,415,1070,-66.2,1.88,0.103511834148936,Expt,10.1103/PhysRevB.87.115206
Ag0.94CuSe,391,599.03,-14.65,1.881,0.00267246351007044,Expt,https://doi.org/10.1021/ic502102e
In0.005Pb0.995Te0.994I0.006,378,818.75,-153.2,1.882,0.375,Expt,https://doi.org/10.1063/1.3694742
Ba8Cu5Si25Ge16,514,946,-83.1,1.885,0.178133232299204,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5Si25Ge16,564,887,-91,1.895,0.218613156094987,Expt,10.1103/PhysRevB.87.115206
Ba8Cu5Si25Ge16,613,840,-97.5,1.903,0.255,Expt,10.1103/PhysRevB.87.115206
Pb0.98Zn0.035Te,419,594,-208.9,1.9077,0.565,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8Cu5Si25Ge16,661,784,-102.5,1.91,0.2843,Expt,10.1103/PhysRevB.87.115206
Gd2Se2.92,350,353.8,-81.16,1.913,0.0426378188002091,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Cu0.005Pb0.995TeMnTe0.03,323,978.1,-177.02,1.93,0.512947768770701,Expt,https://doi.org/10.1021/acsami.1c17254
Nd2.84Te4,373,1286,-42.2,1.9338,0.0441736358216982,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Pb0.975Zn0.04Te,423,684.5,-191.5,1.94,0.547330495766753,Expt,https://doi.org/10.1021/acsami.1c14518
AgCuSe,382,558.56,-26.75,1.9464,0.00784420023530621,Expt,https://doi.org/10.1021/ic502102e
Nd2.86Te4,573,1140.85,-68.8,2,0.151,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Gd2Se2.98,350,418.35,-123.55,2.03,0.110102525101293,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
CuFe0.92In0.08S2,510,26.3,-372.5,2.037,0.0913665970176731,Expt,10.1021/acs.jpcc.6b10308
Nd2.86Te4,373,1514,-42,2.066,0.048217309196515,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ag2Se,399,2847.68,-127.46,2.0733,0.548,Expt,https://doi.org/10.1021/acsami.1c08410
PbZn0.015Te,320,572,-248.91,2.075,0.55,Expt,https://doi.org/10.1021/acsami.1c14518
Rb7.88Au2.47Ge43.53,300,5.514,-12.61,2.0769,0.0000126649244460494,Expt,https://doi.org/10.1021/ic3024315
PbTeMnTe0.03,323,1036.99,-165.09,2.0853,0.437774118836423,Expt,https://doi.org/10.1021/acsami.1c17254
Ag0.97CuSe,391,599.03,-30.57,2.1163,0.0103428202183612,Expt,https://doi.org/10.1021/ic502102e
Gd2Se2.94,350,356,-84.7,2.13,0.0419667424413145,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
CuFe0.98In0.02S2,600,39.36,-369.8,2.147,0.150420874552399,Expt,10.1021/acs.jpcc.6b10308
Sr14.8Ga28.6Ge56.6,408,1083.91,-87.3,2.151,0.156690065881506,Expt,10.1063/1.2194187
Sr14.8Ga28.6Ge56.6,510,925.45,-101,2.16,0.222901059236111,Expt,10.1063/1.2194187
PbTe,323,225,-230.71,2.165,0.183,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8.02Cu4.98Si35Ge5.99,417,1314,-58,2.17,0.0827,Expt,10.1103/PhysRevB.87.115206
Ba8.02Cu4.98Si35Ge5.99,466,1212,-65.3,2.19,0.109969128734247,Expt,10.1103/PhysRevB.87.115206
Ba8.02Cu4.98Si35Ge5.99,517,1153.2,-72,2.225,0.1378,Expt,10.1103/PhysRevB.87.115206
Ba8.02Cu4.98Si35Ge5.99,615,1036.23,-84.3,2.25,0.204,Expt,10.1103/PhysRevB.87.115206
Ba8.02Cu4.98Si35Ge5.99,566,1090,-78.5,2.25,0.1677,Expt,10.1103/PhysRevB.87.115206
Ba8.02Cu4.98Si35Ge5.99,665,953.5,-90,2.253,0.2386,Expt,10.1103/PhysRevB.87.115206
Pb0.995Zn0.02Te,318,809.21,-213,2.28,0.503,Expt,https://doi.org/10.1021/acsami.1c14518
Ba0.11Yb0.08Co4Sb12,700,1234.04,-167.93,2.316,1.05182938126931,Expt,https://doi.org/10.1063/1.2920210
Ba0.11Yb0.08Co4Sb12,600,1351,-159,2.346,0.864,Expt,https://doi.org/10.1063/1.2920210
TiZr0.015NiSn,522,570.77,-203.05,2.3661,0.5546,Expt,https://doi.org/10.1021/acsami.1c14723
CuFe0.96In0.04S2,510,42.44,-355.2,2.38,0.114739910948571,Expt,10.1021/acs.jpcc.6b10308
TiZr0.015NiSn,423,472.31,-176.49,2.38,0.2773,Expt,https://doi.org/10.1021/acsami.1c14723
Ba0.11Yb0.08Co4Sb12,300,2115,-107,2.38,0.3,Expt,https://doi.org/10.1063/1.2920210
Ba0.11Yb0.08Co4Sb12,500,1540,-144.5,2.39,0.672710983263598,Expt,https://doi.org/10.1063/1.2920210
Ba0.08Yb0.09Co4Sb12,700,1220,-184,2.41,1.19971053941909,Expt,https://doi.org/10.1063/1.2920210
Sr14.8Ga28.6Ge56.6,613,792.6,-112.5,2.4146,0.254668007899859,Expt,10.1063/1.2194187
Pb0.985Zn0.03Te,318,1050,-171.2,2.42,0.397,Expt,https://doi.org/10.1021/acsami.1c14518
Ba0.11Yb0.08Co4Sb12,400,1773,-127,2.42,0.472673008264463,Expt,https://doi.org/10.1063/1.2920210
Nd2.9Te4,373,1800,-35.7,2.4485,0.0349476245047989,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba0.08Yb0.09Co4Sb12,600,1380,-175.5,2.45,1.03,Expt,https://doi.org/10.1063/1.2920210
TiZr0.015NiSn,626,691.47,-207.94,2.4645,0.7784,Expt,https://doi.org/10.1021/acsami.1c14723
Ba0.05Yb0.09Co4Sb12,600,826,-225.86,2.47,1.02355926096194,Expt,https://doi.org/10.1063/1.2920210
Nd2.9Te4,573,1384,-56.9,2.471,0.094,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba0.08Yb0.09Co4Sb12,300,2066,-126.2,2.51,0.38,Expt,https://doi.org/10.1063/1.2920210
La2.0Co4Sb12,373,3589.74,-15.4,2.52,0.012601223866,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
Ba0.08Yb0.09Co4Sb12,400,1723.4,-145,2.53,0.57,Expt,https://doi.org/10.1063/1.2920210
TiZr0.015NiSn,323,346.15,-140,2.568,0.0853351409657321,Expt,https://doi.org/10.1021/acsami.1c14723
TiZr0.005NiSn,522,600,-183,2.584,0.4314,Expt,https://doi.org/10.1021/acsami.1c14723
Pb0.98Zn0.035Te,318,1142.76,-161,2.5902,0.358,Expt,https://doi.org/10.1021/acsami.1c14518
CuFeS2,600,39.14,-380,2.615,0.129678378585086,Expt,10.1021/acs.jpcc.6b10308
TiZr0.005NiSn,423,510.77,-160,2.67,0.2189,Expt,https://doi.org/10.1021/acsami.1c14723
Zn0.96Al0.04O,673,423.5,-88,2.67,0.0826651697378277,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
TiZr0.005NiSn,626,718,-189,2.677,0.6178,Expt,https://doi.org/10.1021/acsami.1c14723
TiZr0.025NiSn,526,546.2,-191.2,2.6776,0.4086,Expt,https://doi.org/10.1021/acsami.1c14723
Ba8.07Cu4.89Si41.03,566,1288.29,-72.6,2.685,0.143139342593162,Expt,10.1103/PhysRevB.87.115206
TiZr0.025NiSn,630,658.46,-193.28,2.6885,0.587,Expt,https://doi.org/10.1021/acsami.1c14723
Nd2.92Te4,373,2131.58,-31.13,2.6985,0.0285526411732906,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba8.07Cu4.89Si41.03,615,1233,-78,2.7,0.17086914,Expt,10.1103/PhysRevB.87.115206
Ba8.07Cu4.89Si41.03,517,1361.9,-66,2.7,0.113595171066667,Expt,10.1103/PhysRevB.87.115206
Ba8.07Cu4.89Si41.03,466,1430,-60,2.715,0.089,Expt,10.1103/PhysRevB.87.115206
Ba8.07Cu4.89Si41.03,665,1153.2,-82.6,2.723,0.192149267105398,Expt,10.1103/PhysRevB.87.115206
CuFe0.98In0.02S2,510,48,-353,2.743,0.111207740430186,Expt,10.1021/acs.jpcc.6b10308
Nd2.92Te4,573,1636.4,-49.4,2.743,0.0834203836890995,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba0.05Yb0.09Co4Sb12,400,1000,-186,2.75,0.51,Expt,https://doi.org/10.1063/1.2920210
CrO0.09N0.9,300,356.6,-48.65,2.75,0.00920736985636364,Expt,https://doi.org/10.1016/j.actamat.2010.10.046
Pb0.975Zn0.04Te,323,1305.3,-150,2.753,0.3445792862332,Expt,https://doi.org/10.1021/acsami.1c14518
TiZr0.025NiSn,424,406.3,-180,2.7814,0.2108,Expt,https://doi.org/10.1021/acsami.1c14723
Ba0.05Yb0.09Co4Sb12,300,1124,-157.5,2.814,0.29,Expt,https://doi.org/10.1063/1.2920210
CoAsSb,400,226.9,-128.74,2.8173,0.0533935013870018,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
CoAsSb,350,177.2,-118,2.819,0.0306337878680383,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
CuFe0.92In0.08S2,390,22.2,-373,2.826,0.0424,Expt,10.1021/acs.jpcc.6b10308
Ba8.07Cu4.89Si41.03,417,1503,-54.3,2.861,0.0638,Expt,10.1103/PhysRevB.87.115206
CoAsSb,450,283.61,-132.3,2.8885,0.0773359402667475,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
TiZr0.005NiSn,323,393.85,-137.05,2.9344,0.0814276943708723,Expt,https://doi.org/10.1021/acsami.1c14723
Ag2Se,423,1398.37,-87.6,3.004,0.148,Expt,https://doi.org/10.1021/acsami.1c08410
Ag2Se,474,1266.38,-94.33,3.0293,0.162,Expt,https://doi.org/10.1021/acsami.1c08410
CoAsSb,500,347.04,-130.815,3.034,0.0978698795096242,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
Ba0.11Yb0.03Co4Sb12,700,1111.7,-175.5,3.038,0.78,Expt,https://doi.org/10.1063/1.2920210
La0.25Ca0.75TiO3,640,665,-105.5,3.07,0.154300794788274,Expt,https://doi.org/10.1016/j.cej.2021.131121 
LaCo4Sb12,373,1686.75,-89,3.07,0.162330896995114,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
Ag2Se,573,1142.1,-103.6,3.08,0.221,Expt,https://doi.org/10.1021/acsami.1c08410
TiZr0.025NiSn,323,273.85,-155.66,3.082,0.0695403200988443,Expt,https://doi.org/10.1021/acsami.1c14723
Ag2Se,524,1186.21,-100,3.1,0.19,Expt,https://doi.org/10.1021/acsami.1c08410
Ba0.11Yb0.03Co4Sb12,600,1190,-166.9,3.113,0.634,Expt,https://doi.org/10.1063/1.2920210
La0.7Co4Sb12,373,333,-177.66,3.157,0.124181756642395,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
Nd3Te4,373,3240,-29,3.19,0.0318609818181818,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Ba0.11Yb0.03Co4Sb12,300,1787,-114.8,3.203,0.215,Expt,https://doi.org/10.1063/1.2920210
La0.15Ca0.85TiO3,640,489.25,-126,3.21,0.154862714018692,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Ba0.11Yb0.03Co4Sb12,500,1308,-153.7,3.234,0.477733248608534,Expt,https://doi.org/10.1063/1.2920210
La0.1Ca0.9TiO3,640,199,-145.8,3.238,0.0836125086596665,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Ba0.11Yb0.03Co4Sb12,400,1500,-136.55,3.278,0.341291687004271,Expt,https://doi.org/10.1063/1.2920210
Nd3Te4,573,2455,-43,3.28,0.075,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
La0.25Ca0.75TiO3,538,973,-86,3.3,0.117321627393939,Expt,https://doi.org/10.1016/j.cej.2021.131121 
CuFe0.96In0.04S2,390,39.16,-357.9,3.337,0.059,Expt,10.1021/acs.jpcc.6b10308
Sr0.16Yb0.03Co4Sb11.82,650,1759.09,-175,3.4,1.02990839154412,Expt,10.1007/s00339-010-5711-3
Sr0.16Yb0.03Co4Sb11.82,600,1854.55,-168,3.4,0.923696809411765,Expt,10.1007/s00339-010-5711-3
Sr0.16Yb0.03Co4Sb11.82,700,1681.82,-180,3.41,1.11858292082111,Expt,10.1007/s00339-010-5711-3
La0.2Ca0.8TiO3,538,1188,-92,3.41,0.158642663225806,Expt,https://doi.org/10.1016/j.cej.2021.131121 
CuFe0.92In0.08S2,300,17.85,-382,3.442,0.0227025862870424,Expt,10.1021/acs.jpcc.6b10308
Sr0.16Yb0.03Co4Sb11.82,550,1963.64,-161,3.45,0.811441502666666,Expt,10.1007/s00339-010-5711-3
CaTiO3,640,24.5,-264,3.46,0.0315847768786127,Expt,https://doi.org/10.1016/j.cej.2021.131121 
CoAsSb,600,498.15,-119,3.4673,0.122071389553832,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
ZrNiSn,673,697.9,-160.4,3.491,0.346152236249556,Expt,https://doi.org/10.1021/acsami.1c05639
La0.15Ca0.85TiO3,538,731.2,-107,3.496,0.135,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Sr0.16Yb0.03Co4Sb11.82,500,2104.55,-154,3.5,0.71302154,Expt,10.1007/s00339-010-5711-3
La0.1Ca0.9TiO3,538,263.4,-129.4,3.5,0.0677951388603429,Expt,https://doi.org/10.1016/j.cej.2021.131121 
CuFeS2,510,48.8,-361.6,3.512,0.0926600082369021,Expt,10.1021/acs.jpcc.6b10308
ZrNiSn,573,588.97,-152.1,3.573,0.218510951336751,Expt,https://doi.org/10.1021/acsami.1c05639
Sr0.21Yb0.03Co4Sb12.12,700,1940.91,-170,3.6,1.09068359166667,Expt,10.1007/s00339-010-5711-3
Sr0.21Co4Sb12.25,700,1318.18,-188,3.62,0.900906843756906,Expt,10.1007/s00339-010-5711-3
Ba0.15Yb0.01Co4Sb12,600,1130,-179,3.624,0.599442549668874,Expt,https://doi.org/10.1063/1.2920210
Sr0.16Yb0.03Co4Sb11.82,450,2254.55,-145,3.63,0.587627029958678,Expt,10.1007/s00339-010-5711-3
Sr0.21Yb0.03Co4Sb12.12,650,2040.91,-163,3.64,0.968302460535714,Expt,10.1007/s00339-010-5711-3
Sr0.21Co4Sb12.25,650,1372.73,-184,3.65,0.827639601972603,Expt,10.1007/s00339-010-5711-3
La0.25Ca0.75TiO3,432,1510,-66,3.66,0.0776367737704918,Expt,https://doi.org/10.1016/j.cej.2021.131121 
CuMo6Te8,400,2003.46,-2.33,3.661,0.000118837301218246,Expt,https://doi.org/10.1016/S1003-6326(08)60326-X
CaTiO3,538,26,-257,3.67,0.0251742074114441,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Sr0.21Co4Sb12.25,600,1463.64,-176,3.68,0.739201836521739,Expt,10.1007/s00339-010-5711-3
Sr0.21Yb0.03Co4Sb12.12,600,2145.45,-158,3.68,0.873244790217391,Expt,10.1007/s00339-010-5711-3
Zn0.96Al0.04O,573,505,-81,3.7,0.0513114531081081,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
Ba0.03Co4Sb12,600,297.87,-215.17,3.714,0.22279198150958,Expt,https://doi.org/10.1063/1.2920210
Sr0.21Yb0.03Co4Sb12.12,550,2272.73,-153,3.72,0.786593685846774,Expt,10.1007/s00339-010-5711-3
Ba0.03Co4Sb12,700,329.78,-184.83,3.729,0.211482724806903,Expt,https://doi.org/10.1063/1.2920210
Sr0.16Yb0.03Co4Sb11.82,400,2490.91,-136,3.74,0.492747287272727,Expt,10.1007/s00339-010-5711-3
ZrNiSn,474,474.48,-132.87,3.744,0.106050881475104,Expt,https://doi.org/10.1021/acsami.1c05639
